minute,temperature
251,25.646655989923637
252,25.532096007459614
253,25.64839872656021
254,25.923958408636892
255,25.545870540440703
256,25.256386109670217
257,25.778846099373535
258,25.58200384647292
259,25.51429467784549
260,25.37012390999866
261,25.375406435761047
262,25.569370794103197
263,25.356530654739167
264,25.234107519604546
265,25.37344774397572
266,25.601682471409482
267,25.489946227621704
268,25.453288851664002
269,25.44061595192883
270,25.47436323994158
271,25.40756975175779
272,25.32368431385472
273,25.430348003433817
274,25.186267987655043
275,25.484906379135637
276,25.72498653802112
277,25.404314451258507
278,25.426198074080787
279,25.28203689874536
280,25.292276895677105
281,25.088549236394726
282,25.31708906941466
283,25.22586016619723
284,25.214813000788578
285,25.25106312884186
286,25.172880666194775
287,25.260825296844722
288,25.248399059571426
289,25.24650736948482
290,25.03891100133533
291,25.267870021008402
292,25.601329322297367
293,25.28008590220379
294,25.493169433106484
295,25.245220947571838
296,25.282034010297888
297,24.791733978731312
298,25.391818481812944
299,25.52452765766737
300,25.384071765044588
301,24.99072996492645
302,25.236402200038796
303,25.219192277152604
304,24.892897618983046
305,25.10980342299369
306,25.08663512647151
307,25.153703655284477
308,25.192917249552515
309,25.334510292987233
310,25.241093092093724
311,25.04777147843073
312,25.204699563325185
313,25.334075406358526
314,24.98160428816594
315,24.97512569665101
316,25.064807868366184
317,25.02819648951504
318,25.20686203330825
319,25.049278995823347
320,25.09538551325451
321,24.649680588111334
322,25.403966953385545
323,24.691995948479786
324,24.79040430178742
325,25.188807114045918
326,25.046586769801152
327,25.39007974132094
328,25.18008637463336
329,25.179633447656226
330,24.99516919299891
331,25.145955552868433
332,25.208282565227954
333,25.120346861035845
334,25.048797746066526
335,24.810426897040013
336,24.890431641460346
337,24.91755626248799
338,24.773937670099023
339,24.748619729194488
340,25.148910655992168
341,24.802366142123937
342,24.881879414233655
343,24.983986693218238
344,25.307843322077904
345,25.25660135571831
346,24.70981754840975
347,24.597253624494495
348,25.202295340619308
349,25.154060855807728
350,25.08428833276067
351,25.160593464802012
352,24.848334482013183
353,25.09660818558715
354,24.81383330734818
355,25.126692879571678
356,24.812193082299885
357,25.212953715515074
358,24.70828558431997
359,24.955013733118175
360,25.215217697006718
361,25.189379005847037
362,25.464191122095826
363,25.372883447259397
364,25.049576411131472
365,24.955036707339968
366,24.991466417712846
367,25.142682188077163
368,24.951249079656595
369,24.96121821441161
370,25.161888064828933
371,24.907167070171802
372,24.986307143398008
373,25.218299274239165
374,24.67717526230607
375,24.79690600124208
376,24.684923871079143
377,24.868954069051007
378,25.216464248446446
379,25.229886852276586
380,25.251238964218878
381,24.8822722735833
382,24.800660645619697
383,25.15780481045995
384,25.116209493021547
385,24.80863538009404
386,25.11606747959265
387,25.15238998194333
388,24.92443628734936
389,25.152530799838523
390,24.779145655298013
391,25.01747345841168
392,25.148064588782926
393,25.058349434564132
394,24.88200604803446
395,24.919730298937164
396,25.36571881306899
397,25.12261756459716
398,24.960750004919788
399,24.75157244872441
400,25.179518736902224
401,24.78625628583275
402,25.13702991398072
403,25.143611193957337
404,25.044714968502863
405,25.20702050690819
406,25.111744786599296
407,24.958367376104967
408,25.14126104607811
409,25.24347143782846
410,25.39238975276851
411,24.871961444899227
412,25.248056402573443
413,25.20390150142126
414,25.30892651421144
415,25.1023268572895
416,24.984158374231455
417,25.08202053216531
418,24.952043192780714
419,25.139690300284553
420,24.904432687413752
421,25.144157895925723
422,25.243906412317305
423,25.14343976963699
424,24.97739136741065
425,25.362600715698765
426,25.44377174516502
427,25.4461584985133
428,25.047017452458892
429,25.174003156681124
430,25.119976531610458
431,25.058056542887932
432,25.121159105100713
433,25.718808887211352
434,25.151083092709996
435,25.331161330465317
436,25.150946523246223
437,25.449423116774778
438,25.45504709355124
439,25.355244293351156
440,25.363343217401088
441,25.14194645233694
442,25.41196663487918
443,25.500496066103008
444,25.128270671410053
445,25.379654559353913
446,25.254138299761635
447,25.22616503151502
448,25.640541495832586
449,25.270942537635896
450,25.39874865341409
451,25.454696154794917
452,25.271837104550663
453,25.603263795684985
454,25.324652434532563
455,25.542570128807665
456,25.597129107399425
457,25.369058020590252
458,25.579119443942265
459,25.499602340232343
460,25.36151407101563
461,25.515804461801835
462,25.538310230416652
463,25.80871958813662
464,25.73620196744354
465,25.000741790014743
466,25.546147449926533
467,25.550376582646216
468,25.319535777252366
469,25.51121375375084
470,25.271651836349356
471,25.43464849469697
472,25.800893798435684
473,25.63246789842976
474,25.44353742794896
475,25.61521319547333
476,25.725384095675352
477,25.399450570836226
478,25.732127596965338
479,25.81033477747916
480,25.70109125094353
481,25.825330415135078
482,25.989203358306362
483,26.2084145344927
484,26.341110072549494
485,25.78457246590689
486,26.38145173295639
487,26.1095718937312
488,26.37436799408725
489,26.400223876668512
490,26.57851352058621
491,26.59649117756447
492,26.697730776215142
493,27.129538727444466
494,27.146708018435127
495,26.921849669166075
496,27.101566923592355
497,27.272267970828093
498,27.1185925500603
499,27.673480193898495
500,27.53343492269269
501,27.655116561545384
502,28.06941140475875
503,27.918671371027944
504,28.058260291940496
505,28.070882733647558
506,27.77534279039919
507,28.42270623887891
508,28.705083117934354
509,28.459221414933044
510,28.5729670695007
511,28.422415899749026
512,28.707192658185626
513,29.10324437491856
514,28.813512191104792
515,29.06745226980227
516,29.37072893345631
517,29.176724288478265
518,29.27417106774094
519,29.446743972905516
520,29.59884777276609
521,29.59253919368124
522,29.368034256922094
523,29.942987603374068
524,29.47348809125774
525,30.116709670609367
526,30.151076970647768
527,30.089660562756336
528,30.334123534967354
529,30.276886457119605
530,30.565879229803123
531,30.67206186008069
532,30.486610434471817
533,30.796836792199922
534,30.849247370354483
535,31.017496577721978
536,30.902720782146073
537,30.91619952405389
538,30.953642667245635
539,31.173836724013128
540,31.690760533142644
541,31.624879819496453
542,31.90058646557951
543,31.596696294136805
544,31.785764733249266
545,31.81737454528781
546,32.095869526829716
547,32.16736587947966
548,32.22983600520419
549,32.14257744548077
550,32.28580047529481
551,32.60252353264081
552,32.51872127369894
553,32.65684952847303
554,33.07464923715524
555,32.832159217986195
556,33.247550282197366
557,32.88688558109572
558,33.444454325158446
559,33.31590116306744
560,33.22467475293533
561,33.43362194471409
562,33.62695108426245
563,33.60602033187871
564,33.90820620033664
565,33.89711174192912
566,33.9531574524871
567,34.20210503712528
568,34.33636687744225
569,34.23209637244251
570,34.63629678908954
571,34.65526478046067
572,34.69928457929288
573,34.93046192495629
574,35.025513591918795
575,34.8738260655151
576,35.05439811160081
577,35.27952894214537
578,35.269726065593396
579,35.47664013593932
580,35.56983263026513
581,35.517086752558335
582,35.70333749527337
583,35.779584417109874
584,35.592232528267736
585,36.02527297315213
586,36.09826708081926
587,36.19878571747907
588,36.12403614207763
589,36.33674734165217
590,36.53817966897511
591,36.79906670540775
592,36.732283216668804
593,36.902566349919944
594,36.762921556697115
595,36.680819386528746
596,37.24594538304637
597,37.24994630385187
598,37.01975095572304
599,37.474752940255755
600,37.65398795530342
601,37.601424564967985
602,37.389660366538195
603,37.49332093632337
604,37.47013731159639
605,37.46309103047085
606,38.03591126128782
607,37.69213364763833
608,37.57375689716138
609,37.720942284527155
610,37.3837341664471
611,38.110317045502796
612,37.896590733367354
613,37.85943132891727
614,37.84421577615079
615,37.735591554604085
616,37.735853606705355
617,38.01928790079877
618,37.63135562762777
619,37.70879660789595
620,37.64147709409173
621,37.7987325251764
622,37.90141672868295
623,37.784888404193765
624,37.68545580685033
625,37.867407906119595
626,38.01274883178374
627,38.00253400973821
628,38.206591534234086
629,37.900561089991754
630,38.09559159416501
631,38.09049203006823
632,38.023174548606704
633,38.07638009349493
634,38.17497282497006
635,38.04494990600738
636,38.25496680890605
637,37.96170112570146
638,38.355993767825765
639,38.27222262435491
640,38.35719216193458
641,38.35733708158149
642,38.463203601982954
643,38.29438867616142
644,38.50417630572293
645,38.5765661202271
646,38.40286972685062
647,38.712920020807545
648,38.66287577957039
649,38.3016955956146
650,38.36273495965291
651,38.71730201098181
652,38.603829358731005
653,38.41428387439841
654,38.80208458181657
655,38.213031258999344
656,38.80779257569179
657,38.54634067246414
658,38.8633267358295
659,38.9832013532052
660,38.79850087546984
661,38.88224088258489
662,39.079068262241236
663,38.93384565892226
664,38.547521877184195
665,38.64570961063279
666,38.60177095846359
667,38.917382291598344
668,38.80551710975014
669,38.90266341343297
670,38.767132977587764
671,38.73178828955166
672,38.76555612732933
673,38.83899703991921
674,38.97484884290128
675,38.768783801606865
676,39.16089441993428
677,39.36783596386872
678,39.49885546647847
679,39.32153508134998
680,39.641167807286436
681,39.376755881520864
682,39.336606644180264
683,39.01392076360575
684,39.27388161874133
685,39.344290170147325
686,39.28799544590619
687,39.30645009367906
688,39.311000980464826
689,39.39656761556218
690,39.35694965742128
691,39.52367949465335
692,39.18720367063681
693,39.3878620806382
694,39.15076874167481
695,39.2690354363957
696,39.77131257676737
697,39.7610723911897
698,39.509814189647884
699,39.38838978732347
700,39.537415138701135
701,39.684322416721066
702,39.53608413347427
703,39.59589274635521
704,39.433160849080565
705,39.84937358024669
706,39.653503811798814
707,39.69420769339063
708,39.70318995571514
709,39.54712999692538
710,39.802040108216715
711,40.09751283730198
712,39.65281158836193
713,40.09402749337957
714,39.77216828551941
715,39.902462300827494
716,39.55966824210434
717,39.948428428011944
718,39.85654079236447
719,40.15884310000624
720,40.04518993450796
721,40.09095086336052
722,39.928596610759485
723,39.93003352867667
724,40.00610138288223
725,40.043869963686916
726,39.95925019022017
727,40.24378627572652
728,40.13614253700555
729,40.27243727649416
730,40.3532981259138
731,40.3312298571757
732,40.23235429922977
733,40.21216088641784
734,40.331341357253365
735,40.30144818332793
736,40.395511554868314
737,40.38062192139206
738,40.75905186343279
739,40.11032838597558
740,40.46658121328339
741,40.554929901753184
742,40.33081653079833
743,40.333293396380604
744,40.38485014294176
745,40.46744402516259
746,40.32798476377273
747,40.676352383566766
748,40.52658777212291
749,40.6172398425894
750,40.465814027200295
751,40.57309167059325
752,40.68596706486249
753,40.768906447024584
754,40.66890963456143
755,40.98996075697147
756,40.66399081320975
757,40.67443447387225
758,40.83209049692799
759,41.09513247822758
760,41.34045625436596
761,40.92749023946851
762,40.835937521616756
763,41.08209124619138
764,40.78251996913332
765,40.9657727654633
766,40.676700911189215
767,41.038907453707864
768,41.13511519890187
769,41.01921850082101
770,40.96742525930418
771,41.291605231758055
772,40.81633376851015
773,40.985076491530485
774,40.99227001595261
775,41.103807463264815
776,41.33412823752427
777,40.98672019647488
778,41.09724661316584
779,41.71479873695405
780,41.016879885885956
781,41.09512293656867
782,41.2470570803986
783,41.517751552381185
784,41.42537284661465
785,41.10399924945077
786,41.30681684980655
787,41.24069095737101
788,41.792164931117185
789,41.2294626801021
790,41.37222792780983
791,41.63910675750411
792,41.785945876341785
793,41.7996680646019
794,41.52253851844523
795,41.44609544000038
796,41.79166722717126
797,41.54979895882734
798,41.76736351267837
799,41.81784440786009
800,41.60957950626622
801,41.66506664327317
802,41.97951118444543
803,41.98288918232226
804,41.738406885841044
805,41.83679982343893
806,41.83881314431704
807,42.09975615551091
808,41.95208411046076
809,41.896525035663274
810,41.734215013216385
811,42.15235679252977
812,41.815242599702444
813,41.853222848355564
814,42.202897731605795
815,41.89211489318639
816,42.11539606555538
817,42.19408328007512
818,42.07823139775618
819,41.877832176884354
820,42.17961550964667
821,41.86953020238378
822,42.05621214357315
823,42.07222295129974
824,42.09690930298424
825,42.20549029959017
826,42.12842139226729
827,42.35279886851448
828,42.32391965765932
829,42.141734823146784
830,42.211587129998314
831,42.15718981176879
832,42.2857886520211
833,42.427321468649794
834,42.63655950727176
835,42.435994074295415
836,42.437607424336775
837,42.584220220501926
838,42.440527206392524
839,42.85389125517803
840,42.474279598281434
841,42.72656021093423
842,42.411539832218004
843,42.402392049577045
844,42.42168909004753
845,42.68625159484723
846,42.57197502905029
847,42.22403081759108
848,42.714047297350504
849,42.586244373813194
850,42.64265006727644
851,42.34832731699507
852,42.40085483987932
853,42.74401749506233
854,42.73374928024843
855,42.34114714625677
856,42.78875224939902
857,42.901193903464936
858,42.77534015217013
859,43.1010654264067
860,42.87767508274115
861,42.87829814791383
862,42.81019927742657
863,42.77984422892169
864,43.018629544492725
865,42.748322479545585
866,43.22604306653316
867,43.140152610667215
868,42.98541379209324
869,43.16343431207633
870,42.91932468428949
871,43.01860623442284
872,43.31400265987256
873,43.141723684966195
874,43.01566748153012
875,43.23952513299949
876,43.068231765910454
877,43.1150603692696
878,43.22111599734635
879,42.991234231851465
880,43.05777208566624
881,43.41320650471684
882,43.360308183605056
883,43.202217754009894
884,43.21861327695772
885,43.26508124826203
886,43.3263489110554
887,43.15728772570346
888,43.26458751937286
889,43.152902526529445
890,43.42190927020243
891,43.537904458259426
892,43.113790778730376
893,43.27801448211107
894,43.22383188102971
895,43.52093858444166
896,43.8618514518301
897,43.36543318058252
898,43.35713107809078
899,43.561568067590436
900,43.538163024483
901,43.23539375521752
902,43.54108460940154
903,43.609242900945965
904,43.45623244986488
905,43.52956098435924
906,43.81707377376106
907,43.24949997929559
908,43.777745576271215
909,44.02273556296228
910,43.733966421761
911,43.893128833889975
912,43.633684877488655
913,43.73976588545409
914,43.97118443821963
915,43.708354651041006
916,43.55413258167257
917,43.86550694286991
918,43.81520602825307
919,43.82830929065417
920,43.53772009260953
921,43.822899139513595
922,43.503378736545784
923,43.6198942882062
924,43.827904889097795
925,44.058745770925086
926,43.9648549788656
927,43.9697772927791
928,43.99608800711059
929,44.10577747999249
930,44.02183739604607
931,43.9218176396632
932,43.97782027557462
933,44.01497063059445
934,44.25205748962329
935,43.98103085054219
936,43.92418988675491
937,44.21836764967103
938,44.22143445351096
939,44.17123754476599
940,43.89736272617537
941,44.155231091586295
942,44.035922759366116
943,44.12120131515138
944,44.283523972083515
945,44.262898340810764
946,44.01990273382468
947,43.91322551925423
948,44.03463493102304
949,44.27877210612762
950,44.33478475666152
951,44.37495655534245
952,44.31348305154238
953,44.09534285628708
954,44.27806084660452
955,44.12219720385614
956,44.19054590954493
957,44.08368541085696
958,44.25936513254478
959,44.20196023105062
960,44.2869117287266
961,44.31822123196454
962,44.22541216792449
963,44.417492183787346
964,44.44116260447563
965,44.465824493655546
966,44.01812980805932
967,44.18453022919
968,44.58235842969664
969,44.48814533183809
970,44.302635212329385
971,44.5011040880961
972,44.50678457987952
973,44.169077827564564
974,44.28201911049465
975,44.6296048235136
976,44.74201910068747
977,44.749733960421125
978,44.41900068420815
979,44.46674351472978
980,44.49739733822852
981,44.5988585919507
982,44.899297160619284
983,44.80083786501222
984,44.77084516119383
985,44.61220459705997
986,44.68843217252823
987,44.87981372816323
988,44.55291063591475
989,44.75315140605505
990,44.51158217218562
991,44.83278193123391
992,44.67573183513265
993,44.636946528133244
994,44.86770971352423
995,44.786602005489335
996,44.66491874518416
997,44.467285676278316
998,44.83130407948089
999,44.89311581735314
1000,44.73365422519942
1001,44.98338875567899
1002,44.68249976430834
1003,44.680681922746174
1004,44.9155987223402
1005,44.76551095091172
1006,44.83764604122142
1007,44.86807323904771
1008,44.89917169150055
1009,44.89329953414713
1010,44.8977297381206
1011,44.83530414190381
1012,44.795712744537006
1013,44.95246168324567
1014,44.9598626764635
1015,44.84325257894484
1016,44.89297239654372
1017,44.98615520282006
1018,45.06269501183705
1019,45.1558398420692
1020,44.818775256623084
1021,44.55778465243925
1022,44.837458065121496
1023,44.87054096677594
1024,44.745950817615075
1025,44.79478954903413
1026,44.657704703023924
1027,44.687858024388746
1028,44.82312668433962
1029,45.012450507073574
1030,44.75101378065578
1031,44.9959499317702
1032,44.60199053376788
1033,44.98747852289205
1034,44.739979071331405
1035,44.73962231075234
1036,44.88841722589174
1037,44.6663903465638
1038,45.04048778407556
1039,44.91932074329906
1040,44.83213189739132
1041,45.07099998912625
1042,44.81310719966155
1043,45.04961109594745
1044,45.29599285893636
1045,45.14292286099678
1046,44.91656242229629
1047,45.04881418115451
1048,44.746810070574455
1049,45.16840224196322
1050,45.337562950993615
1051,44.88316059281977
1052,44.86962793469749
1053,45.11037559746586
1054,45.1117557267485
1055,45.26445625366559
1056,45.03021768304527
1057,45.112307107193416
1058,45.061443591230606
1059,44.83549208259597
1060,44.736742901210896
1061,45.029317683956506
1062,45.11124781569104
1063,44.87131351941868
1064,45.42387554002733
1065,44.76504543576113
1066,44.843458065212864
1067,44.87855019630356
1068,44.77891390810331
1069,45.065406418670584
1070,45.01724368928557
1071,44.953650448349855
1072,45.10027106577244
1073,44.94877586657851
1074,44.977127713889644
1075,45.243097040997995
1076,44.84070994669745
1077,45.009278062101714
1078,45.002332191738915
1079,44.800631774160074
1080,45.13380160675777
1081,44.96854108864125
1082,44.83077311311083
1083,44.82399768913486
1084,44.94649127849961
1085,44.683197784823754
1086,44.16883410771823
1087,44.53339395181418
1088,44.32022643963936
1089,44.03591163843862
1090,44.16806817719864
1091,44.21631929723903
1092,44.00167295581061
1093,44.10485736393638
1094,43.851761063029564
1095,43.72542009859634
1096,43.81243709853759
1097,43.5503789930909
1098,43.539352895376325
1099,43.60633420161868
1100,43.40070560126879
1101,43.447719156851925
1102,43.10847302763765
1103,42.73987488240733
1104,43.00160093862161
1105,42.80714622012397
1106,43.04604465647236
1107,42.94283061174568
1108,42.49372995206356
1109,42.81260970056578
1110,42.5368108073165
1111,42.43040125600987
1112,42.34611620972975
1113,42.26026641402979
1114,41.975075981376364
1115,41.98632811220815
1116,42.16963959881448
1117,42.057187082701496
1118,41.845097541883646
1119,41.82043028449963
1120,41.55346315689527
1121,41.80818503833377
1122,41.322811008201064
1123,41.29233039679913
1124,41.252598191196256
1125,41.45525980436045
1126,41.218089728365754
1127,40.81377430270686
1128,40.948738817386605
1129,40.81676986672153
1130,40.935563057415784
1131,40.726479005201334
1132,40.6330782649395
1133,40.300471924761865
1134,40.566886820087625
1135,40.25471980731213
1136,40.35988955097511
1137,39.97641846612051
1138,39.68205892954151
1139,39.575556689441804
1140,39.85574920005185
1141,39.5495902423389
1142,39.845708854059986
1143,39.75521486524652
1144,39.55970568904531
1145,39.68671963176042
1146,39.05520870102338
1147,39.18271768405256
1148,39.117403022707144
1149,38.804846627746336
1150,38.94422795177253
1151,38.85368451405285
1152,38.95227297803585
1153,38.8064211350217
1154,38.392254157594884
1155,38.56319548694639
1156,38.714208420926205
1157,38.45950238295152
1158,37.90413782171037
1159,38.24696031997477
1160,38.07979606390272
1161,38.08931964391453
1162,37.87385179539664
1163,37.649302712757155
1164,37.579825626857094
1165,37.8785276234223
1166,37.84529586348767
1167,37.34549714589292
1168,37.36444830667469
1169,37.13977364355746
1170,36.85227491991621
1171,37.21144045636011
1172,36.84306538706901
1173,36.876587727639205
1174,36.675448117187265
1175,36.82303174150206
1176,36.34222864306933
1177,36.46761377437395
1178,36.23276534400407
1179,36.56417659728315
1180,36.19789016890276
1181,35.99634732302813
1182,35.96886172045541
1183,35.97109416770572
1184,35.980294229671046
1185,35.79483851136521
1186,35.59306699082213
1187,35.533503253216466
1188,35.16986250795423
1189,35.228646160296584
1190,35.40625538626373
1191,35.19632454371944
1192,35.039293778406005
1193,35.00662656583314
1194,34.83804463913025
1195,34.60448664590192
1196,34.768962115182795
1197,34.8273244428659
1198,34.12402268687721
1199,34.486640269608436
1200,34.56032247816834
1201,34.431488821171705
1202,34.5437885589083
1203,34.17416297450684
1204,34.32085937111547
1205,34.315192982344854
1206,34.286240724634496
1207,34.308002250101694
1208,34.49904970105073
1209,34.431453814356374
1210,34.160894243122684
1211,34.08235147566386
1212,34.225071860623906
1213,34.20511400619654
1214,34.282383110518545
1215,34.34100661119673
1216,33.94613693824069
1217,34.41392371910676
1218,34.01663367509261
1219,34.26911517404205
1220,33.93469203542255
1221,34.48112196064047
1222,33.713326364752646
1223,34.08217931061988
1224,33.78294721800051
1225,34.10489207856381
1226,33.957187078512554
1227,33.883889001364764
1228,34.00730304487238
1229,34.17106872027547
1230,34.281064622448554
1231,34.098761359868696
1232,33.77196388302367
1233,34.191112277519984
1234,34.2243980104397
1235,33.91061868893724
1236,34.01833217369486
1237,34.054550107433336
1238,33.974132051350594
1239,34.09160945803308
1240,34.00033378957234
1241,33.84523069321048
1242,33.67296477316603
1243,33.95284428161438
1244,33.65842517945753
1245,33.67707863869859
1246,33.67462883637783
1247,33.78758426599523
1248,33.4347699691683
1249,33.38748993535895
1250,33.56697597768011
1251,33.95066423217569
1252,33.687534413807256
1253,33.75495376336409
1254,33.61745692884375
1255,33.81247716557139
1256,33.80365215442262
1257,33.50581171172757
1258,33.518978937132175
1259,33.41762353020595
1260,33.654002793862055
1261,33.445792703885225
1262,33.546649105466656
1263,33.37504654716031
1264,33.81953631526858
1265,33.53470671543371
1266,33.64235396043659
1267,33.36743879566864
1268,33.27602003374264
1269,33.4404613970515
1270,33.26360894283987
1271,33.53487625764667
1272,33.32490249462172
1273,33.14943341880963
1274,33.13284536164072
1275,33.08597977258461
1276,33.353562655387684
1277,33.44941529171893
1278,33.09182581963004
1279,33.34203020850396
1280,33.1870245691244
1281,33.56168243331808
1282,32.798580439343326
1283,33.087427481886195
1284,33.059012166467475
1285,33.436728359544524
1286,33.19110394187932
1287,33.147593424231566
1288,32.7996691257242
1289,33.238049761536764
1290,32.58696285008554
1291,33.1130655891898
1292,32.86688162973432
1293,32.98719848322967
1294,33.05458544083981
1295,33.01300157658028
1296,32.86678946435302
1297,32.78304912815057
1298,32.986674954357625
1299,32.4356726222417
1300,32.81438048693276
1301,32.82228738526831
1302,33.01489121003117
1303,32.9374198173042
1304,32.45289486097021
1305,32.5946354193669
1306,32.76711438361137
1307,32.42334999328322
1308,32.75842961181488
1309,32.53978561396555
1310,32.77202556432685
1311,32.70791287189791
1312,32.8749512911864
1313,32.56807146647561
1314,32.751918774285464
1315,32.6627709755069
1316,32.44964528170366
1317,32.58836088210994
1318,32.85275604609217
1319,32.310071818455654
1320,32.39574493344747
1321,32.688105520480995
1322,32.70547750760215
1323,32.37767105210672
1324,32.32386336433495
1325,32.556969850302195
1326,32.32193502294472
1327,32.4928326585449
1328,32.14567691065736
1329,32.13661453663677
1330,32.39715127771967
1331,31.906728087152775
1332,31.92122999948602
1333,32.197984352697844
1334,32.18803825921674
1335,32.19650576221793
1336,31.9215684923236
1337,32.282285747745135
1338,31.890270879770934
1339,32.37433605561881
1340,31.87768699355441
1341,32.025870822935545
1342,32.116669560162215
1343,31.953921390569427
1344,32.05687589028662
1345,32.13991837994618
1346,32.11659114591768
1347,32.1656784647376
1348,31.795445485658064
1349,32.170688344740284
1350,31.937699058479474
1351,31.940073788710517
1352,31.78751954780189
1353,32.13311023085226
1354,31.85477663187346
1355,31.664512927954032
1356,31.704796294584387
1357,31.61317733947242
1358,31.602578269188722
1359,31.472653970170533
1360,31.87985414073616
1361,31.57322540320698
